"ndc","rxcui","atc4","atc4_name"
"63739004810",197445,"N04BA","Dopa and dopa derivatives"
"63739005910",197518,"D10AF","Antiinfectives for treatment of acne"
"63739005910",197518,"G01AA","Antibiotics"
"63739005910",197518,"J01FF","Lincosamides"
"63739007310",197591,"N05BA","Benzodiazepine derivatives"
"63739007910",833217,"C05AE","Muscle relaxants"
"63739007910",833217,"C08DB","Benzothiazepine derivatives"
"63739008010",831103,"C05AE","Muscle relaxants"
"63739008010",831103,"C08DB","Benzothiazepine derivatives"
"63739008901",1115005,"A06AA","Softeners, emollients"
"63739010310",311668,"A03FA","Propulsives"
"63739012710",905395,"C02DB","Hydrazinophthalazine derivatives"
"63739012810",310798,"C03AA","Thiazides, plain"
"63739020110",199167,"N03AA","Barbiturates and derivatives"
"63739021310",992447,"D04AA","Antihistamines for topical use"
"63739021310",992447,"R06AD","Phenothiazine derivatives"
"63739022510",314216,NA,NA
"63739026110",314234,"A02BX","Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)"
"63739026310",197527,"N03AE","Benzodiazepine derivatives"
"63739026910",198240,"L02BA","Anti-estrogens"
"63739026915",198240,"L02BA","Anti-estrogens"
"63739027201",308416,"A01AD","Other agents for local oral treatment"
"63739027201",308416,"B01AC","Platelet aggregation inhibitors excl. heparin"
"63739027201",308416,"N02BA","Salicylic acid and derivatives"
"63739027510",897696,"N02AA","Natural opium alkaloids"
"63739029310",311666,"A03FA","Propulsives"
"63739031301",309263,"A11CC","Vitamin D and analogues"
"63739032610",857002,"N02BE","Anilides"
"63739032610",857002,"R05DA","Opium alkaloids and derivatives"
"63739035010",314077,"C09AA","ACE inhibitors, plain"
"63739035410",198741,"A02AA","Magnesium compounds"
"63739035410",198741,"A06AD","Osmotically acting laxatives"
"63739035410",198741,"A12CC","Magnesium"
"63739035810",198051,"A02BC","Proton pump inhibitors"
"63739036610",896762,"C07AG","Alpha and beta blocking agents"
"63739037510",310431,"N03AX","Other antiepileptics"
"63739037610",310432,"N03AX","Other antiepileptics"
"63739041110",311289,"N03AX","Other antiepileptics"
"63739045410",866412,"C07AB","Beta blocking agents, selective"
"63739047810",1115005,"A06AA","Softeners, emollients"
"63739048310",995218,"N05BB","Diphenylmethane derivatives"
"63739048610",995258,"N05BB","Diphenylmethane derivatives"
"63739048910",198191,"A02BA","H2-receptor antagonists"
"63739049910",197900,"N05BA","Benzodiazepine derivatives"
"63739050010",197901,"N05BA","Benzodiazepine derivatives"
"63739051810",312617,"A07EA","Corticosteroids acting locally"
"63739051810",312617,"H02AB","Glucocorticoids"
"63739051910",198145,"A07EA","Corticosteroids acting locally"
"63739051910",198145,"H02AB","Glucocorticoids"
"63739052201",308416,"A01AD","Other agents for local oral treatment"
"63739052201",308416,"B01AC","Platelet aggregation inhibitors excl. heparin"
"63739052201",308416,"N02BA","Salicylic acid and derivatives"
"63739052210",308416,"A01AD","Other agents for local oral treatment"
"63739052210",308416,"B01AC","Platelet aggregation inhibitors excl. heparin"
"63739052210",308416,"N02BA","Salicylic acid and derivatives"
"63739052510",313565,"J05AB","Nucleosides and nucleotides excl. reverse transcriptase inhibitors"
"63739053110",828348,"M03BX","Other centrally acting agents"
"63739053710",310410,"B03BB","Folic acid and derivatives"
"63739053710",310410,"V04CX","Other diagnostic agents"
"63739054410",313096,"C03DA","Aldosterone antagonists"
"63739057310",198211,"C10AA","HMG CoA reductase inhibitors"
"63739057610",314214,"N06DA","Anticholinesterases"
"63739058810",312615,"A07EA","Corticosteroids acting locally"
"63739058810",312615,"H02AB","Glucocorticoids"
"63739059110",310430,"N03AX","Other antiepileptics"
"63739064510",310273,"A02BA","H2-receptor antagonists"
"63739066510",312743,"N05AH","Diazepines, oxazepines, thiazepines and oxepines"
"63739067010",282401,"N03AX","Other antiepileptics"
"63739067110",835603,"N02AX","Other opioids"
"63739067210",197805,"C01EB","Other cardiac preparations"
"63739067210",197805,"G02CC","Antiinflammatory products for vaginal administration"
"63739067210",197805,"M01AE","Propionic acid derivatives"
"63739067210",197805,"M02AA","Antiinflammatory preparations, non-steroids for topical use"
"63739067210",197805,"R02AX","Other throat preparations"
"63739067410",197321,"N05BA","Benzodiazepine derivatives"
"63739067710",317174,"N05AH","Diazepines, oxazepines, thiazepines and oxepines"
"63739068410",197806,"C01EB","Other cardiac preparations"
"63739068410",197806,"G02CC","Antiinflammatory products for vaginal administration"
"63739068410",197806,"M01AE","Propionic acid derivatives"
"63739068410",197806,"M02AA","Antiinflammatory preparations, non-steroids for topical use"
"63739068410",197806,"R02AX","Other throat preparations"
"63739093128",1361226,"B01AB","Heparin group"
"63739093128",1361226,"C05BA","Heparins or heparinoids for topical use"
"63739093128",1361226,"S01XA","Other ophthalmologicals"
"63739094310",314234,"A02BX","Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)"
"63807030035",1362029,NA,NA
"63824000834",891301,"R05CA","Expectorants"
"63824000840",891301,"R05CA","Expectorants"
"63824012375",1000990,"D11AX","Other dermatologicals"
"63824012375",1000990,"R01AA","Sympathomimetics, plain"
"63824012375",1000990,"R01AB","Sympathomimetics, combinations excl. corticosteroids"
"63824012375",1000990,"S01GA","Sympathomimetics used as decongestants"
"63824017563",1373128,"R05DA","Opium alkaloids and derivatives"
"63824017663",1373128,"R05DA","Opium alkaloids and derivatives"
"63824051816",1656815,"N02BE","Anilides"
"63824051816",1656815,"R05DA","Opium alkaloids and derivatives"
"63824051816",1656815,"R05CA","Expectorants"
"63824051816",1656815,"C01CA","Adrenergic and dopaminergic agents"
"63824051816",1656815,"R01AA","Sympathomimetics, plain"
"63824051816",1656815,"R01AB","Sympathomimetics, combinations excl. corticosteroids"
"63824051816",1656815,"R01BA","Sympathomimetics"
"63824051816",1656815,"S01FB","Sympathomimetics excl. antiglaucoma preparations"
"63824051816",1656815,"S01GA","Sympathomimetics used as decongestants"
"63824058616",1656815,"N02BE","Anilides"
"63824058616",1656815,"R05DA","Opium alkaloids and derivatives"
"63824058616",1656815,"R05CA","Expectorants"
"63824058616",1656815,"C01CA","Adrenergic and dopaminergic agents"
"63824058616",1656815,"R01AA","Sympathomimetics, plain"
"63824058616",1656815,"R01AB","Sympathomimetics, combinations excl. corticosteroids"
"63824058616",1656815,"R01BA","Sympathomimetics"
"63824058616",1656815,"S01FB","Sympathomimetics excl. antiglaucoma preparations"
"63824058616",1656815,"S01GA","Sympathomimetics used as decongestants"
"63824071298",1235477,"C05AD","Local anesthetics"
"63824071298",1235477,"D04AB","Anesthetics for topical use"
"63824071298",1235477,"N01BA","Esters of aminobenzoic acid"
"63824071298",1235477,"R02AD","Anesthetics, local"
"63824072283",1235477,"C05AD","Local anesthetics"
"63824072283",1235477,"D04AB","Anesthetics for topical use"
"63824072283",1235477,"N01BA","Esters of aminobenzoic acid"
"63824072283",1235477,"R02AD","Anesthetics, local"
"63824076320",1303777,NA,NA
"63833038602",1484963,"B02BD","Blood coagulation factors"
"63833038602",1484963,"B02BD","Blood coagulation factors"
"63833038602",1484963,"B02BD","Blood coagulation factors"
"63833038602",1484963,"B01AD","Enzymes"
"63833051802",1095283,"B02BD","Blood coagulation factors"
"63833061602",1661352,"B02BD","Blood coagulation factors"
"63833061602",1661352,"B02BD","Blood coagulation factors"
"63833061702",1661352,"B02BD","Blood coagulation factors"
"63833061702",1661352,"B02BD","Blood coagulation factors"
"63833082502",867381,"B06AC","Drugs used in hereditary angioedema"
"63833082802",1926823,"B06AC","Drugs used in hereditary angioedema"
"63851050101",830463,NA,NA
"63851050102",830463,NA,NA
"63857032810",312134,"N05BA","Benzodiazepine derivatives"
"63861102501",1000596,NA,NA
"63921043016",584244,NA,NA
"63921052008",2059491,NA,NA
"63948006919",NA,NA,NA
"63948016843",1368932,"A11HA","Other plain vitamin preparations"
"63948016843",1368932,"S01XA","Other ophthalmologicals"
"64011013411",606768,NA,NA
"64011016005",756336,NA,NA
"64011024301",1087968,"G03DA","Pregnen (4) derivatives"
"64011024702",1796692,"G03DA","Pregnen (4) derivatives"
"64019053825",864978,"N07BC","Drugs used in opioid dependence"
"64116003106",213084,NA,NA
"64116003906",213084,NA,NA
"64116012101",1592285,"L04AX","Other immunosuppressants"
"64193022204",1660001,"B02BD","Blood coagulation factors"
"64193022205",1660001,"B02BD","Blood coagulation factors"
"64193042402",1660001,"B02BD","Blood coagulation factors"
"64253033335",1362060,"B01AB","Heparin group"
"64253033335",1362060,"C05BA","Heparins or heparinoids for topical use"
"64253033335",1362060,"S01XA","Other ophthalmologicals"
"64376012923",756209,"J05AF","Nucleoside and nucleotide reverse transcriptase inhibitors"
"64380072506",200060,NA,NA
"64380073706",1367410,"A11CC","Vitamin D and analogues"
"64406000501",1373489,"L04AX","Other immunosuppressants"
"64406000602",1373493,"L04AX","Other immunosuppressants"
"64406000703",1373498,"L04AX","Other immunosuppressants"
"64406000801",603541,"L04AA","Selective immunosuppressants"
"64406001101",1649593,"L03AB","Interferons"
"64406001201",1649605,"L03AB","Interferons"
"64406001501",1546189,"L03AB","Interferons"
"64406001601",1546198,"L03AB","Interferons"
"64406080101",1719611,NA,NA
"64406080701",1719611,NA,NA
"64455099394",209977,"D06BB","Antivirals"
"64455099394",209977,"J05AB","Nucleosides and nucleotides excl. reverse transcriptase inhibitors"
"64455099394",209977,"S01AD","Antivirals"
"64455099395",209977,"D06BB","Antivirals"
"64455099395",209977,"J05AB","Nucleosides and nucleotides excl. reverse transcriptase inhibitors"
"64455099395",209977,"S01AD","Antivirals"
"64597030160",1040058,"R05DA","Opium alkaloids and derivatives"
"64597030160",1040058,"C01BA","Antiarrhythmics, class Ia"
"64597031108",1739337,"N02CC","Selective serotonin (5HT1) agonists"
"64661081130",1293917,NA,NA
"64679001201",1659149,"J01CG","Beta-lactamase inhibitors"
"64679001201",1659149,"J01CA","Penicillins with extended spectrum"
"64679063302",312069,"H01CB","Somatostatin and analogues"
"64679072801",313165,"N02CC","Selective serotonin (5HT1) agonists"
"64679093602",310273,"A02BA","H2-receptor antagonists"
"64679096501",857336,"N07AB","Choline esters"
"64679098601",1656313,"J01DD","Third-generation cephalosporins"
"64720013010",541878,"N06BA","Centrally acting sympathomimetics"
"64720013010",541878,"N06BA","Centrally acting sympathomimetics"
"64727329801",728583,NA,NA
"64727329901",728587,NA,NA
"64727330201",1115496,NA,NA
"64727330301",1537813,NA,NA
"64727330501",1115802,NA,NA
"64727330801",351486,NA,NA
"64731083090",602480,NA,NA
"64764008060",794641,"A06AX","Other drugs for constipation"
"64764011901",858071,"M04AC","Preparations with no effect on uric acid metabolism"
"64764011907",858071,"M04AC","Preparations with no effect on uric acid metabolism"
"64764015104",261266,"A10BG","Thiazolidinediones"
"64764015105",261266,"A10BG","Thiazolidinediones"
"64764024060",617768,"A06AX","Other drugs for constipation"
"64764030020",1538142,"L04AA","Selective immunosuppressants"
"64764030430",731457,"A10BB","Sulfonylureas"
"64764030430",731457,"A10BG","Thiazolidinediones"
"64764030430",731457,"A10BD","Combinations of oral blood glucose lowering drugs"
"64764045125",261268,"A10BG","Thiazolidinediones"
"64764054411",866152,"A02BC","Proton pump inhibitors"
"64764055007",1439829,NA,NA
"64764056030",1439844,NA,NA
"64764058030",1439838,NA,NA
"64764072030",1790892,"N06AX","Other antidepressants"
"64764075030",1790890,"N06AX","Other antidepressants"
"64764080510",603162,"N05CH","Melatonin receptor agonists"
"64764080530",603162,"N05CH","Melatonin receptor agonists"
"64764091830",834239,"M04AA","Preparations inhibiting uric acid production"
"64854002701",847014,"A01AA","Caries prophylactic agents"
"64854002701",847014,"A12CD","Fluoride"
"64875000101",284478,"G03XB","Progesterone receptor modulators"
"64894082050",284411,"H05BX","Other anti-parathyroid agents"
"64894082550",310023,"H05BX","Other anti-parathyroid agents"
"64896066101",1600774,"N04BA","Dopa and dopa derivatives"
"64896066201",1600776,"N04BA","Dopa and dopa derivatives"
"64896066301",1600915,"N04BA","Dopa and dopa derivatives"
"64896066401",1600917,"N04BA","Dopa and dopa derivatives"
"64896068251",1483679,"N02CC","Selective serotonin (5HT1) agonists"
"64899045301",NA,NA,NA
"64938000901",631504,"A12CA","Sodium"
"64938000901",631504,"B05CB","Salt solutions"
"64938000901",631504,"B05XA","Electrolyte solutions"
"64980010401",656742,NA,NA
"64980012603",899951,NA,NA
"64980013009",197448,"A16AA","Amino acids and derivatives"
"64980013101",197738,"D11AA","Antihidrotics"
"64980015701",1367410,"A11CC","Vitamin D and analogues"
"64980017901",197702,"D01AE","Other antifungals for topical use"
"64980017901",197702,"J02AX","Other antimycotics for systemic use"
"64980018001",197703,"D01AE","Other antifungals for topical use"
"64980018001",197703,"J02AX","Other antimycotics for systemic use"
"64980030130",1440936,"A01AC","Corticosteroids for local oral treatment"
"64980030130",1440936,"A07EA","Corticosteroids acting locally"
"64980030130",1440936,"C05AA","Corticosteroids"
"64980030130",1440936,"D07AA","Corticosteroids, weak (group I)"
"64980030130",1440936,"D07XA","Corticosteroids, weak, other combinations"
"64980030130",1440936,"H02AB","Glucocorticoids"
"64980030130",1440936,"S01BA","Corticosteroids, plain"
"64980030130",1440936,"S01CB","Corticosteroids/antiinfectives/mydriatics in combination"
"64980030130",1440936,"S02BA","Corticosteroids"
"64980032430",1440936,"A01AC","Corticosteroids for local oral treatment"
"64980032430",1440936,"A07EA","Corticosteroids acting locally"
"64980032430",1440936,"C05AA","Corticosteroids"
"64980032430",1440936,"D07AA","Corticosteroids, weak (group I)"
"64980032430",1440936,"D07XA","Corticosteroids, weak, other combinations"
"64980032430",1440936,"H02AB","Glucocorticoids"
"64980032430",1440936,"S01BA","Corticosteroids, plain"
"64980032430",1440936,"S01CB","Corticosteroids/antiinfectives/mydriatics in combination"
"64980032430",1440936,"S02BA","Corticosteroids"
"64980040603",205292,"J05AG","Non-nucleoside reverse transcriptase inhibitors"
"64980050924",309686,"A01AC","Corticosteroids for local oral treatment"
"64980050924",309686,"C05AA","Corticosteroids"
"64980050924",309686,"D07AB","Corticosteroids, moderately potent (group II)"
"64980050924",309686,"D07XB","Corticosteroids, moderately potent, other combinations"
"64980050924",309686,"D10AA","Corticosteroids, combinations for treatment of acne"
"64980050924",309686,"H02AB","Glucocorticoids"
"64980050924",309686,"R01AD","Corticosteroids"
"64980050924",309686,"S01BA","Corticosteroids, plain"
"64980050924",309686,"S01CB","Corticosteroids/antiinfectives/mydriatics in combination"
"64980050924",309686,"S02BA","Corticosteroids"
"64980050924",309686,"S03BA","Corticosteroids"
"64980051405",1992303,"C07AA","Beta blocking agents, non-selective"
"64980051405",1992303,"S01ED","Beta blocking agents"
"65162005827",749206,"V03AE","Drugs for treatment of hyperkalemia and hyperphosphatemia"
"65162018810",198013,"G02CC","Antiinflammatory products for vaginal administration"
"65162018810",198013,"M01AE","Propionic acid derivatives"
"65162018810",198013,"M02AA","Antiinflammatory preparations, non-steroids for topical use"
"65162025306",198191,"A02BA","H2-receptor antagonists"
"65162025310",198191,"A02BA","H2-receptor antagonists"
"65162035109",577033,"G04BE","Drugs used in erectile dysfunction"
"65162040410",198632,NA,NA
"65162041603",351266,"N02AE","Oripavine derivatives"
"65162041603",351266,"N07BC","Drugs used in opioid dependence"
"65162041603",351266,"A06AH","Peripheral opioid receptor antagonists"
"65162041603",351266,"V03AB","Antidotes"
"65162064110",886662,"C01BC","Antiarrhythmics, class Ic"
"65162064978",283536,"N03AF","Carboxamide derivatives"
"65162066810",855036,NA,NA
"65162067384",199387,"N05AX","Other antipsychotics"
"65162068988",311989,"J01XE","Nitrofuran derivatives"
"65162069890",283523,"N03AX","Other antiepileptics"
"65162073403",198358,"N03AX","Other antiepileptics"
"65162077810",1244214,"A07EA","Corticosteroids acting locally"
"65162077810",1244214,"D07AC","Corticosteroids, potent (group III)"
"65162077810",1244214,"R01AD","Corticosteroids"
"65162077810",1244214,"R03BA","Glucocorticoids"
"65162089374",485496,"N05AX","Other antipsychotics"
"65162089603",602964,"N05AX","Other antipsychotics"
"65162089703",402131,"N05AX","Other antipsychotics"
"65162089803",349545,"N05AX","Other antipsychotics"
"65162089903",349490,"N05AX","Other antipsychotics"
"65162091446",348719,"J01GB","Other aminoglycosides"
"65162091446",348719,"S01AA","Antibiotics"
"65197000101",861404,"C04AX","Other peripheral vasodilators"
"65197000201",208675,"C03DB","Other potassium-sparing agents"
